CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment
12391.0,22,1,460.89,4,1,2,412,Others
12393.0,72,4,1582.6000000000001,2,4,4,244,Others
12394.0,64,2,1272.48,3,3,4,334,Others
12395.0,19,12,3018.63,4,5,5,455,Potential Loyalists
12397.0,36,2,2409.9000000000005,3,3,5,335,Others
12398.0,46,1,1635.6599999999999,3,1,4,314,Others
12399.0,119,4,1108.65,2,4,4,244,Others
12401.0,303,1,84.3,1,1,1,111,Lost Customers
12402.0,323,1,225.6,1,1,1,111,Lost Customers
12403.0,50,1,427.7,3,1,2,312,Others
12405.0,149,1,1710.3900000000003,2,1,4,214,Others
12406.0,22,2,3415.3,4,3,5,435,Others
12407.0,50,5,1708.1199999999997,3,4,4,344,Others
12408.0,33,5,2888.55,3,4,5,345,Others
12409.0,79,3,11072.67,2,3,5,235,Others
12410.0,309,2,693.3299999999999,1,3,3,133,Others
12412.0,75,3,1226.88,2,3,4,234,Others
12413.0,67,3,758.1,3,3,3,333,Others
12414.0,217,3,562.41,1,3,3,133,Others
12415.0,24,21,124914.53,4,5,5,455,Potential Loyalists
12417.0,3,9,3649.1000000000004,5,5,5,555,Champions
12418.0,113,1,668.58,2,1,3,213,Others
12420.0,64,1,600.3900000000001,3,1,3,313,Others
12421.0,16,4,807.0400000000001,4,4,3,443,Others
12422.0,96,3,803.5599999999998,2,3,3,233,Others
12423.0,1,8,1859.31,5,5,4,554,Others
12424.0,163,2,1760.9599999999996,2,3,4,234,Others
12425.0,78,1,777.1999999999999,2,1,3,213,Others
12426.0,195,1,582.73,1,1,3,113,Others
12427.0,22,3,825.8,4,3,3,433,Others
12428.0,26,9,7956.46,4,5,5,455,Potential Loyalists
12429.0,9,4,3750.4,5,4,5,545,Others
12430.0,43,1,256.4,3,1,2,312,Others
12431.0,36,15,6487.45,3,5,5,355,New Customers
12432.0,43,5,5059.319999999999,3,4,5,345,Others
12433.0,1,7,13375.87,5,5,5,555,Champions
12434.0,85,2,806.14,2,3,3,233,Others
12435.0,80,2,7829.890000000001,2,3,5,235,Others
12436.0,100,1,509.01000000000005,2,1,3,213,Others
12437.0,2,18,4951.41,5,5,5,555,Champions
12438.0,14,2,2906.8500000000004,4,3,5,435,Others
12441.0,367,1,173.55,1,1,1,111,Lost Customers
12442.0,3,1,172.06,5,1,1,511,Others
12444.0,21,5,5005.46,4,4,5,445,Others
12445.0,22,1,133.4,4,1,1,411,Others
12446.0,58,1,1002.3100000000001,3,1,4,314,Others
12447.0,243,1,476.49,1,1,2,112,Others
12448.0,44,1,449.4500000000001,3,1,2,312,Others
12449.0,22,4,4067.2900000000004,4,4,5,445,Others
12450.0,156,2,197.88,2,3,1,231,Others
12451.0,11,5,9035.52,5,4,5,545,Others
12452.0,17,2,430.57,4,3,2,432,Others
12453.0,134,1,707.0899999999999,2,1,3,213,Others
12454.0,56,1,3528.34,3,1,5,315,Others
12455.0,73,6,2466.8599999999997,2,5,5,255,Others
12456.0,44,3,3181.04,3,3,5,335,Others
12457.0,66,7,2363.23,3,5,5,355,New Customers
12458.0,71,2,947.4,3,3,4,334,Others
12461.0,94,2,826.88,2,3,3,233,Others
12462.0,19,2,1189.5900000000001,4,3,4,434,Others
12463.0,53,4,1344.7800000000002,3,4,4,344,Others
12464.0,10,8,1212.05,5,5,4,554,Others
12465.0,17,2,742.19,4,3,3,433,Others
12468.0,188,2,729.54,1,3,3,133,Others
12471.0,2,30,19824.05,5,5,5,555,Champions
12472.0,32,7,6572.110000000001,4,5,5,455,Potential Loyalists
12473.0,29,5,3938.55,4,4,5,445,Others
12474.0,17,18,7375.79,4,5,5,455,Potential Loyalists
12475.0,54,1,723.3799999999999,3,1,3,313,Others
12476.0,16,11,6816.42,4,5,5,455,Potential Loyalists
12477.0,23,6,13219.740000000002,4,5,5,455,Potential Loyalists
12478.0,4,1,680.9900000000001,5,1,3,513,Others
12479.0,11,1,527.2,5,1,3,513,Others
12480.0,28,4,3281.6299999999997,4,4,5,445,Others
12481.0,23,10,5596.32,4,5,5,455,Potential Loyalists
12483.0,17,8,2484.98,4,5,5,455,Potential Loyalists
12484.0,33,6,4541.719999999999,3,5,5,355,New Customers
12488.0,10,3,1298.6600000000003,5,3,4,534,Others
12489.0,336,1,334.92999999999995,1,1,2,112,Others
12490.0,5,10,5417.93,5,5,5,555,Champions
12491.0,39,1,460.40000000000003,3,1,2,312,Others
12492.0,63,2,263.21,3,3,2,332,Others
12493.0,166,2,433.74,2,3,2,232,Others
12494.0,16,7,1246.1,4,5,4,454,Others
12497.0,82,1,1043.1,2,1,4,214,Others
12498.0,21,3,403.7,4,3,2,432,Others
12500.0,23,11,4257.820000000001,4,5,5,455,Potential Loyalists
12501.0,337,1,2169.3900000000003,1,1,5,115,Others
12502.0,96,5,3723.87,2,4,5,245,Others
12504.0,18,2,482.04999999999995,4,3,2,432,Others
12506.0,233,1,73.50000000000001,1,1,1,111,Lost Customers
12507.0,134,3,1304.81,2,3,4,234,Others
12508.0,26,2,398.27,4,3,2,432,Others
12509.0,284,1,176.5,1,1,1,111,Lost Customers
12510.0,143,2,982.5699999999999,2,3,4,234,Others
12512.0,66,2,138.03,3,3,1,331,Others
12513.0,113,1,612.2900000000001,2,1,3,213,Others
12514.0,267,1,1017.6800000000001,1,1,4,114,Others
12515.0,353,1,383.70000000000005,1,1,2,112,Others
12516.0,78,2,1312.06,2,3,4,234,Others
12517.0,28,5,2502.84,4,4,5,445,Others
12518.0,1,5,2056.89,5,4,4,544,Loyal Customers
12519.0,64,1,340.84000000000003,3,1,2,312,Others
12520.0,79,5,2634.26,2,4,5,245,Others
12521.0,143,1,599.68,2,1,3,213,Others
12522.0,39,2,192.72000000000003,3,3,1,331,Others
12523.0,19,11,1789.77,4,5,4,454,Others
12524.0,9,8,4485.719999999999,5,5,5,555,Champions
12526.0,1,3,1316.6600000000003,5,3,4,534,Others
12527.0,82,3,348.71000000000004,2,3,2,232,Others
12528.0,9,6,1933.4800000000002,5,5,4,554,Others
12530.0,60,4,1662.28,3,4,4,344,Others
12531.0,15,1,125.22,4,1,1,411,Others
12532.0,30,1,349.83000000000004,4,1,2,412,Others
12534.0,131,1,1089.18,2,1,4,214,Others
12535.0,92,2,716.35,2,3,3,233,Others
12536.0,43,3,12601.830000000002,3,3,5,335,Others
12538.0,29,1,363.95,4,1,2,412,Others
12539.0,22,4,5568.349999999999,4,4,5,445,Others
12540.0,20,17,13400.24,4,5,5,455,Potential Loyalists
12541.0,30,3,981.1800000000002,4,3,4,434,Others
12544.0,36,1,372.70000000000005,3,1,2,312,Others
12545.0,75,2,1000.39,2,3,4,234,Others
12546.0,47,2,1161.5,3,3,4,334,Others
12547.0,198,2,207.8,1,3,1,131,Others
12548.0,166,1,95.19999999999999,2,1,1,211,Others
12550.0,79,1,964.83,2,1,4,214,Others
12551.0,358,1,168.0,1,1,1,111,Lost Customers
12552.0,39,2,437.82,3,3,2,332,Others
12553.0,8,10,3692.2799999999997,5,5,5,555,Champions
12556.0,50,2,603.7099999999999,3,3,3,333,Others
12557.0,16,5,11990.96,4,4,5,445,Others
12558.0,8,1,269.96000000000004,5,1,2,512,Others
12559.0,311,2,561.7099999999999,1,3,3,133,Others
12560.0,5,3,2134.01,5,3,5,535,Others
12561.0,303,1,238.85,1,1,1,111,Lost Customers
12562.0,8,7,3781.74,5,5,5,555,Champions
12564.0,261,1,456.90000000000003,1,1,2,112,Others
12565.0,289,1,145.92000000000002,1,1,1,111,Lost Customers
12566.0,86,1,351.65,2,1,2,212,Others
12567.0,23,10,9401.279999999999,4,5,5,455,Potential Loyalists
12569.0,2,32,4124.6900000000005,5,5,5,555,Champions
12571.0,40,2,519.61,3,3,3,333,Others
12572.0,9,2,1020.42,5,3,4,534,Others
12573.0,227,1,160.54,1,1,1,111,Lost Customers
12574.0,316,1,218.45000000000002,1,1,1,111,Lost Customers
12576.0,36,5,1315.83,3,4,4,344,Others
12577.0,35,3,657.8,3,3,3,333,Others
12578.0,21,2,2794.5099999999998,4,3,5,435,Others
12579.0,78,1,440.41999999999996,2,1,2,212,Others
12580.0,247,1,415.70000000000005,1,1,2,112,Others
12581.0,40,1,197.70999999999998,3,1,1,311,Others
12582.0,239,2,511.3599999999999,1,3,3,133,Others
12583.0,3,15,7281.379999999999,5,5,5,555,Champions
12584.0,4,9,2338.1500000000005,5,5,5,555,Champions
12585.0,234,2,2040.0999999999997,1,3,4,134,Others
12586.0,17,1,196.94000000000003,4,1,1,411,Others
12587.0,8,1,144.0,5,1,1,511,Others
12588.0,39,1,214.89999999999998,3,1,1,311,Others
12589.0,29,2,646.6800000000001,4,3,3,433,Others
12590.0,211,2,9864.26,1,3,5,135,Others
12591.0,317,1,452.84999999999997,1,1,2,112,Others
12592.0,92,2,437.6,2,3,2,232,Others
12593.0,109,3,418.0999999999999,2,3,2,232,Others
12594.0,38,10,3338.2200000000003,3,5,5,355,New Customers
12596.0,51,2,618.27,3,3,3,333,Others
12597.0,19,4,3811.2199999999993,4,4,5,445,Others
12598.0,10,8,3023.08,5,5,5,555,Champions
12599.0,29,7,1032.5800000000004,4,5,4,454,Others
12600.0,29,10,2599.04,4,5,5,455,Potential Loyalists
12601.0,190,5,577.0600000000001,1,4,3,143,Others
12602.0,59,1,153.12,3,1,1,311,Others
12603.0,22,1,739.1999999999999,4,1,3,413,Others
12604.0,79,2,254.17999999999998,2,3,2,232,Others
12607.0,60,1,1579.51,3,1,4,314,Others
12609.0,78,3,1126.8500000000001,2,3,4,234,Others
12610.0,23,5,2099.54,4,4,5,445,Others
12611.0,52,1,1193.32,3,1,4,314,Others
12612.0,74,1,704.04,2,1,3,213,Others
12613.0,57,5,3344.38,3,4,5,345,Others
12614.0,278,1,315.59999999999997,1,1,2,112,Others
12615.0,2,4,2291.1899999999996,5,4,5,545,Others
12616.0,95,2,713.3,2,3,3,233,Others
12617.0,29,1,355.53000000000003,4,1,2,412,Others
12618.0,22,1,177.31,4,1,1,411,Others
12619.0,16,9,3641.24,4,5,5,455,Potential Loyalists
12620.0,15,3,1339.41,4,3,4,434,Others
12621.0,2,20,13689.67,5,5,5,555,Champions
12622.0,232,1,180.09999999999997,1,1,1,111,Lost Customers
12623.0,276,1,305.1,1,1,2,112,Others
12624.0,106,2,641.13,2,3,3,233,Others
12625.0,212,2,2683.82,1,3,5,135,Others
12626.0,23,9,6620.48,4,5,5,455,Potential Loyalists
12627.0,11,7,4478.530000000001,5,5,5,555,Champions
12628.0,4,3,786.4599999999999,5,3,3,533,Others
12630.0,10,2,1270.88,5,3,4,534,Others
12631.0,57,1,640.5,3,1,3,313,Others
12633.0,59,4,2163.98,3,4,5,345,Others
12635.0,90,2,1689.1800000000003,2,3,4,234,Others
12637.0,67,8,6021.9,3,5,5,355,New Customers
12638.0,33,1,671.69,3,1,3,313,Others
12639.0,239,1,486.1,1,1,2,112,Others
12640.0,24,3,1174.58,4,3,4,434,Others
12641.0,115,1,185.9,2,1,1,211,Others
12642.0,25,3,1013.26,4,3,4,434,Others
12643.0,128,6,3344.6399999999994,2,5,5,255,Others
12644.0,130,1,477.90999999999997,2,1,2,212,Others
12645.0,34,4,1775.1800000000003,3,4,4,344,Others
12646.0,5,2,1346.97,5,3,4,534,Others
12647.0,22,12,3722.82,4,5,5,455,Potential Loyalists
12648.0,155,1,318.04999999999995,2,1,2,212,Others
12649.0,107,3,623.51,2,3,3,233,Others
12650.0,3,1,314.44,5,1,2,512,Others
12651.0,335,1,114.0,1,1,1,111,Lost Customers
12652.0,331,1,919.98,1,1,3,113,Others
12653.0,149,2,2209.85,2,3,5,235,Others
12654.0,11,5,601.9799999999999,5,4,3,543,Others
12656.0,17,5,4051.17,4,4,5,445,Others
12657.0,11,4,1643.18,5,4,4,544,Loyal Customers
12658.0,19,1,686.05,4,1,3,413,Others
12659.0,30,1,91.68,4,1,1,411,Others
12660.0,11,1,245.10000000000002,5,1,1,511,Others
12662.0,1,11,3849.7799999999997,5,5,5,555,Champions
12664.0,8,9,4881.88,5,5,5,555,Champions
12665.0,325,1,63.0,1,1,1,111,Lost Customers
12667.0,58,1,620.1300000000001,3,1,3,313,Others
12668.0,12,4,3807.15,5,4,5,545,Others
12669.0,151,3,2744.03,2,3,5,235,Others
12670.0,10,5,2996.0500000000006,5,4,5,545,Others
12672.0,330,1,225.9,1,1,1,111,Lost Customers
12673.0,5,2,610.52,5,3,3,533,Others
12674.0,39,4,1970.6000000000001,3,4,4,344,Others
12676.0,25,6,1331.39,4,5,4,454,Others
12678.0,42,12,17628.46,3,5,5,355,New Customers
12679.0,59,4,1113.02,3,4,4,344,Others
12680.0,1,4,862.8100000000002,5,4,3,543,Others
12681.0,15,22,13787.54,4,5,5,455,Potential Loyalists
12682.0,4,31,12288.220000000001,5,5,5,555,Champions
12683.0,4,15,8476.57,5,5,5,555,Champions
12684.0,8,7,2283.63,5,5,5,555,Champions
12685.0,28,6,2863.08,4,5,5,455,Potential Loyalists
12686.0,372,1,89.14,1,1,1,111,Lost Customers
12688.0,114,1,4873.8099999999995,2,1,5,215,Others
12689.0,26,2,1247.61,4,3,4,434,Others
12690.0,206,1,389.01,1,1,2,112,Others
12691.0,28,6,1035.8,4,5,4,454,Others
12693.0,127,4,855.91,2,4,3,243,Others
12694.0,70,2,869.67,3,3,3,333,Others
12695.0,7,4,582.1,5,4,3,543,Others
12697.0,29,3,957.5899999999999,4,3,4,434,Others
12700.0,8,4,4939.99,5,4,5,545,Others
12701.0,80,2,797.71,2,3,3,233,Others
12702.0,20,1,219.0,4,1,1,411,Others
12703.0,71,1,283.55,3,1,2,312,Others
12704.0,7,8,2340.8399999999997,5,5,5,555,Champions
12705.0,15,9,6868.290000000001,4,5,5,455,Potential Loyalists
12707.0,292,1,603.42,1,1,3,113,Others
12708.0,30,10,2712.91,4,5,5,455,Potential Loyalists
12709.0,15,15,9736.52,4,5,5,455,Potential Loyalists
12710.0,97,3,1149.0200000000002,2,3,4,234,Others
12712.0,29,13,4396.13,4,5,5,455,Potential Loyalists
12713.0,1,1,848.5500000000001,5,1,3,513,Others
12714.0,9,5,4708.860000000001,5,4,5,545,Others
12715.0,106,1,353.85999999999996,2,1,2,212,Others
12716.0,4,2,1053.4900000000002,5,3,4,534,Others
12717.0,151,2,1030.98,2,3,4,234,Others
12718.0,71,1,238.25,3,1,1,311,Others
12719.0,5,2,644.95,5,3,3,533,Others
12720.0,3,25,5781.730000000001,5,5,5,555,Champions
12721.0,32,6,2656.13,4,5,5,455,Potential Loyalists
12722.0,85,4,997.6300000000001,2,4,4,244,Others
12723.0,4,5,725.07,5,4,3,543,Others
12724.0,5,4,1031.4099999999999,5,4,4,544,Loyal Customers
12725.0,371,1,427.8,1,1,2,112,Others
12726.0,28,7,2609.1,4,5,5,455,Potential Loyalists
12727.0,11,7,3980.7000000000003,5,5,5,555,Champions
12728.0,71,4,836.3299999999999,3,4,3,343,Others
12729.0,114,1,453.01000000000005,2,1,2,212,Others
12731.0,24,12,18895.91,4,5,5,455,Potential Loyalists
12732.0,180,1,236.26000000000005,1,1,1,111,Lost Customers
12733.0,234,1,383.95000000000005,1,1,2,112,Others
12734.0,353,1,110.39999999999999,1,1,1,111,Lost Customers
12735.0,315,2,779.57,1,3,3,133,Others
12736.0,333,1,234.00000000000003,1,1,1,111,Lost Customers
12738.0,372,1,155.35,1,1,1,111,Lost Customers
12739.0,78,2,1013.0400000000001,2,3,4,234,Others
12740.0,64,1,427.59999999999997,3,1,2,312,Others
12743.0,134,2,546.4300000000001,2,3,3,233,Others
12744.0,52,7,21279.29,3,5,5,355,New Customers
12747.0,2,11,4196.009999999999,5,5,5,555,Champions
12748.0,1,210,33719.73,5,5,5,555,Champions
12749.0,4,5,4090.88,5,4,5,545,Others
12750.0,129,1,275.88,2,1,2,212,Others
12752.0,81,1,4366.780000000001,2,1,5,215,Others
12753.0,23,6,21429.39,4,5,5,455,Potential Loyalists
12754.0,236,3,3010.7400000000002,1,3,5,135,Others
12755.0,281,2,3811.9499999999994,1,3,5,135,Others
12756.0,87,1,112.08000000000001,2,1,1,211,Others
12757.0,16,13,7857.1,4,5,5,455,Potential Loyalists
12758.0,117,2,2791.59,2,3,5,235,Others
12759.0,52,3,1531.4400000000003,3,3,4,334,Others
12762.0,8,2,1898.5200000000004,5,3,4,534,Others
12763.0,138,2,494.08000000000004,2,3,3,233,Others
12764.0,317,1,1693.88,1,1,4,114,Others
12766.0,4,7,6989.63,5,5,5,555,Champions
12769.0,239,1,1143.6,1,1,4,114,Others
12770.0,211,1,1351.4499999999998,1,1,4,114,Others
12772.0,60,1,892.4700000000001,3,1,3,313,Others
12775.0,17,5,1386.0400000000002,4,4,4,444,Others
12778.0,20,6,822.23,4,5,3,453,Others
12779.0,38,8,3981.3599999999997,3,5,5,355,New Customers
12781.0,64,2,826.74,3,3,3,333,Others
12782.0,5,5,2330.9200000000005,5,4,5,545,Others
12783.0,2,6,2225.91,5,5,5,555,Champions
12784.0,9,2,574.4200000000001,5,3,3,533,Others
12785.0,364,1,311.95,1,1,2,112,Others
12787.0,10,3,463.65999999999997,5,3,2,532,Others
12789.0,65,1,91.85000000000001,3,1,1,311,Others
12790.0,192,1,324.9200000000001,1,1,2,112,Others
12791.0,374,1,192.60000000000002,1,1,1,111,Lost Customers
12792.0,257,1,400.53999999999996,1,1,2,112,Others
12793.0,335,2,545.48,1,3,3,133,Others
12794.0,53,2,860.41,3,3,3,333,Others
12795.0,19,1,430.48,4,1,2,412,Others
12797.0,366,1,254.03,1,1,2,112,Others
12798.0,10,3,6977.04,5,3,5,535,Others
12802.0,187,1,427.58,1,1,2,112,Others
12808.0,37,3,483.65000000000003,3,3,2,332,Others
12809.0,178,1,489.31,2,1,2,212,Others
12811.0,261,3,514.8499999999999,1,3,3,133,Others
12812.0,45,1,229.64,3,1,1,311,Others
12814.0,102,1,125.92,2,1,1,211,Others
12815.0,148,2,1063.46,2,3,4,234,Others
12816.0,96,2,572.2,2,3,3,233,Others
12817.0,281,1,166.04,1,1,1,111,Lost Customers
12818.0,262,1,1542.08,1,1,4,114,Others
12820.0,3,4,942.34,5,4,4,544,Loyal Customers
12821.0,214,1,92.72,1,1,1,111,Lost Customers
12822.0,71,2,948.8800000000002,3,3,4,334,Others
12823.0,75,5,1759.5,2,4,4,244,Others
12824.0,60,1,397.11999999999995,3,1,2,312,Others
12826.0,3,7,1474.72,5,5,4,554,Others
12827.0,6,3,430.15,5,3,2,532,Others
12828.0,3,6,1018.71,5,5,4,554,Others
12829.0,337,2,293.0,1,3,2,132,Others
12830.0,38,6,6814.640000000001,3,5,5,355,New Customers
12831.0,262,1,215.05,1,1,1,111,Lost Customers
12832.0,32,2,383.03000000000003,4,3,2,432,Others
12833.0,145,1,417.38,2,1,2,212,Others
12834.0,283,1,312.38,1,1,2,112,Others
12836.0,59,4,2612.8599999999997,3,4,5,345,Others
12837.0,173,1,134.1,2,1,1,211,Others
12838.0,34,2,683.13,3,3,3,333,Others
12839.0,3,14,5591.42,5,5,5,555,Champions
12840.0,144,4,2726.77,2,4,5,245,Others
12841.0,5,25,4022.35,5,5,5,555,Champions
12842.0,70,2,1118.99,3,3,4,334,Others
12843.0,66,8,1702.2600000000002,3,5,4,354,Others
12844.0,29,2,325.96,4,3,2,432,Others
12845.0,267,4,354.09,1,4,2,142,Others
12847.0,22,1,871.5399999999998,4,1,3,413,Others
12849.0,31,2,1050.8899999999999,4,3,4,434,Others
12851.0,97,1,135.18,2,1,1,211,Others
12852.0,295,1,311.55,1,1,2,112,Others
12853.0,135,6,1957.1000000000004,2,5,4,254,Others
12854.0,79,3,1324.5000000000002,2,3,4,234,Others
12855.0,373,1,38.1,1,1,1,111,Lost Customers
12856.0,8,6,2179.93,5,5,5,555,Champions
12857.0,211,2,1106.4,1,3,4,134,Others
12863.0,52,1,521.2,3,1,3,313,Others
12864.0,138,1,147.12,2,1,1,211,Others
12865.0,26,2,1568.23,4,3,4,434,Others
12866.0,283,1,559.12,1,1,3,113,Others
12867.0,26,7,4036.82,4,5,5,455,Potential Loyalists
12868.0,186,6,1607.0600000000002,1,5,4,154,Others
12871.0,84,2,380.64000000000004,2,3,2,232,Others
12872.0,327,2,599.9700000000001,1,3,3,133,Others
12873.0,282,1,374.0,1,1,2,112,Others
12875.0,143,2,343.2300000000001,2,3,2,232,Others
12876.0,58,2,2218.020000000001,3,3,5,335,Others
12877.0,4,12,1535.7700000000002,5,5,4,554,Others
12878.0,236,2,854.99,1,3,3,133,Others
12879.0,45,3,573.22,3,3,3,333,Others
12881.0,276,1,298.0,1,1,2,112,Others
12882.0,9,2,1463.0399999999997,5,3,4,534,Others
12883.0,25,4,703.47,4,4,3,443,Others
12884.0,88,1,309.05000000000007,2,1,2,212,Others
12885.0,63,3,1175.2199999999998,3,3,4,334,Others
12886.0,68,2,1378.3999999999999,3,3,4,334,Others
12888.0,214,2,354.12,1,3,2,132,Others
12890.0,24,1,380.47,4,1,2,412,Others
12891.0,186,3,331.0,1,3,2,132,Others
12893.0,31,1,188.14000000000001,4,1,1,411,Others
12895.0,42,2,372.8,3,3,2,332,Others
12897.0,205,2,216.5,1,3,1,131,Others
12901.0,9,28,17654.539999999997,5,5,5,555,Champions
12902.0,265,1,138.67999999999998,1,1,1,111,Lost Customers
12904.0,18,2,509.58,4,3,3,433,Others
12906.0,12,5,2919.81,5,4,5,545,Others
12908.0,176,2,750.0,2,3,3,233,Others
12909.0,40,5,2178.67,3,4,5,345,Others
12910.0,23,8,3075.0400000000004,4,5,5,455,Potential Loyalists
12912.0,3,5,1662.3,5,4,4,544,Loyal Customers
12913.0,5,5,2483.6299999999997,5,4,5,545,Others
12915.0,149,2,363.65,2,3,2,232,Others
12916.0,139,4,3006.1499999999996,2,4,5,245,Others
12917.0,128,1,594.0,2,1,3,213,Others
12919.0,8,6,1335.19,5,5,4,554,Others
12920.0,17,1,164.23000000000002,4,1,1,411,Others
12921.0,9,37,16587.09,5,5,5,555,Champions
12922.0,161,1,405.38,2,1,2,212,Others
12923.0,64,1,176.97,3,1,1,311,Others
12924.0,88,4,933.7000000000002,2,4,3,243,Others
12925.0,5,2,694.05,5,3,3,533,Others
12928.0,35,5,2062.7,3,4,5,345,Others
12929.0,312,1,117.85,1,1,1,111,Lost Customers
12930.0,78,2,415.8,2,3,2,232,Others
12931.0,22,15,42055.96,4,5,5,455,Potential Loyalists
12933.0,24,3,607.53,4,3,3,433,Others
12935.0,2,7,2160.7,5,5,5,555,Champions
12936.0,17,4,1063.8999999999999,4,4,4,444,Others
12937.0,15,4,1504.2700000000002,4,4,4,444,Others
12938.0,26,1,114.13999999999999,4,1,1,411,Others
12939.0,64,8,11581.800000000001,3,5,5,355,New Customers
12940.0,55,2,913.54,3,3,3,333,Others
12942.0,131,3,683.9000000000001,2,3,3,233,Others
12944.0,36,2,604.5099999999999,3,3,3,333,Others
12945.0,288,1,462.95000000000005,1,1,2,112,Others
12947.0,144,6,1603.99,2,5,4,254,Others
12948.0,16,7,2064.95,4,5,5,455,Potential Loyalists
12949.0,31,8,4167.22,4,5,5,455,Potential Loyalists
12950.0,2,3,1843.0,5,3,4,534,Others
12951.0,9,6,1064.07,5,5,4,554,Others
12952.0,6,4,1387.79,5,4,4,544,Loyal Customers
12953.0,10,1,329.85,5,1,2,512,Others
12955.0,1,11,4757.160000000001,5,5,5,555,Champions
12956.0,306,1,108.07,1,1,1,111,Lost Customers
12957.0,10,8,4017.54,5,5,5,555,Champions
12962.0,7,2,266.39,5,3,2,532,Others
12963.0,8,8,1856.63,5,5,4,554,Others
12965.0,89,1,771.91,2,1,3,213,Others
12966.0,10,1,160.18,5,1,1,511,Others
12967.0,358,2,1660.9,1,3,4,134,Others
12968.0,112,1,135.95,2,1,1,211,Others
12970.0,7,4,452.24000000000007,5,4,2,542,Others
12971.0,4,86,11189.91,5,5,5,555,Champions
12974.0,198,1,144.8,1,1,1,111,Lost Customers
12976.0,212,1,738.6,1,1,3,113,Others
12977.0,156,1,39.24,2,1,1,211,Others
12980.0,158,9,7374.9,2,5,5,255,Others
12981.0,30,2,372.2199999999999,4,3,2,432,Others
12982.0,243,1,390.53999999999996,1,1,2,112,Others
12984.0,19,1,97.5,4,1,1,411,Others
12985.0,1,2,1239.3799999999999,5,3,4,534,Others
12987.0,74,2,558.7,2,3,3,233,Others
12988.0,292,1,535.3200000000002,1,1,3,113,Others
12989.0,3,15,6924.110000000001,5,5,5,555,Champions
12990.0,31,3,409.5000000000001,4,3,2,432,Others
12991.0,23,2,503.76000000000005,4,3,3,433,Others
12993.0,23,4,414.75999999999993,4,4,2,442,Others
12994.0,4,3,974.42,5,3,4,534,Others
12995.0,85,1,211.32,2,1,1,211,Others
12997.0,22,4,1226.89,4,4,4,444,Others
12999.0,196,3,455.88,1,3,2,132,Others
13000.0,107,3,534.8500000000001,2,3,3,233,Others
13001.0,4,13,9818.82,5,5,5,555,Champions
13002.0,318,1,120.94999999999999,1,1,1,111,Lost Customers
13003.0,106,3,149.05,2,3,1,231,Others
13004.0,12,18,5655.91,5,5,5,555,Champions
13005.0,174,2,513.6999999999999,2,3,3,233,Others
13006.0,56,1,81.57,3,1,1,311,Others
13008.0,323,1,229.47000000000003,1,1,1,111,Lost Customers
13011.0,372,1,50.550000000000004,1,1,1,111,Lost Customers
13012.0,9,8,1661.8400000000001,5,5,4,554,Others
13013.0,1,13,4810.94,5,5,5,555,Champions
13014.0,11,10,3466.2799999999997,5,5,5,555,Champions
13015.0,53,5,3346.2799999999997,3,4,5,345,Others
13016.0,73,3,789.8899999999999,2,3,3,233,Others
13017.0,7,1,204.0,5,1,1,511,Others
